Id,year_built,stories,num_bedrooms,full_bathrooms,half_bathrooms,livable_sqft,total_sqft,garage_type,garage_sqft,carport_sqft,has_fireplace,has_pool,has_central_heating,has_central_cooling,house_number,street_name,unit_number,city,zip_code,sale_price
1302,2015,1,2,2,0,1910,2124,attached,633,0,FALSE,FALSE,TRUE,TRUE,26538,Duffy Mill,,Jeffreyhaven,11558,401936
1303,2014,1,2,2,0,1509,1794,attached,424,0,FALSE,FALSE,TRUE,TRUE,281,Shane Groves,,Jeffreyhaven,11558,276566
1304,2015,3,4,3,0,2295,2348,attached,644,0,FALSE,FALSE,TRUE,TRUE,17,Christopher Inlet,,North Erinville,10537,425882
1305,2014,3,4,3,0,2297,2349,attached,652,0,FALSE,FALSE,TRUE,TRUE,9087,King Points,,North Erinville,10537,439112
1306,2015,3,4,3,0,2188,2232,attached,465,0,FALSE,FALSE,TRUE,TRUE,905,King Points,,North Erinville,10537,432814
1307,2015,3,4,3,0,2181,2231,attached,468,0,FALSE,FALSE,TRUE,TRUE,7139,King Points,,North Erinville,10537,432814
1308,2013,2,4,2,1,1920,1973,attached,453,0,FALSE,FALSE,TRUE,TRUE,7417,Martin Rue,,Davidfort,10701,360361
1309,2013,2,3,2,0,1636,1744,attached,429,0,FALSE,FALSE,TRUE,TRUE,565,Martin Rue,,Davidfort,10701,333898
1310,2012,2,3,2,0,1734,1737,attached,428,0,FALSE,FALSE,TRUE,TRUE,9879,Lisa Coves,,Port Andrealand,11295,410757
1311,2016,2,4,3,1,3774,4135,attached,737,0,TRUE,FALSE,TRUE,TRUE,22618,Frederick Square,,Coletown,10555,751592
1312,2015,2,5,4,0,4087,4574,attached,595,0,TRUE,FALSE,TRUE,TRUE,128,Miller Street,,Coletown,10555,778684
1313,2015,2,4,3,1,3774,4138,attached,743,0,TRUE,FALSE,TRUE,TRUE,134,Miller Street,,Coletown,10555,636299
1314,2013,2,5,4,0,4083,4569,attached,598,0,TRUE,FALSE,TRUE,TRUE,499,Sabrina Vista,,Coletown,10555,664020
1315,2014,2,4,3,1,3771,4138,attached,739,0,TRUE,TRUE,TRUE,TRUE,31637,Sabrina Vista,,Coletown,10555,658983
1316,2014,1,2,2,1,2409,2666,attached,537,0,FALSE,FALSE,TRUE,TRUE,538,Kristen Rapids,,East Lucas,11911,463677
1317,2014,1,2,2,1,2703,2944,attached,508,0,FALSE,FALSE,TRUE,TRUE,269,Rhonda Summit,,East Lucas,11911,532983
1318,2016,1,2,2,1,2477,2726,attached,523,0,FALSE,FALSE,TRUE,TRUE,52411,Rhonda Summit,,East Lucas,11911,614251
1319,2013,1,2,2,1,2476,2716,attached,522,0,FALSE,FALSE,TRUE,TRUE,548,Patricia Flat,,East Lucas,11911,462424
1320,2013,1,2,2,0,1495,1528,attached,430,0,FALSE,FALSE,TRUE,TRUE,543,Castro Parkways,,East Lucas,11911,303031
1321,2016,1,2,2,0,1596,1636,attached,554,0,FALSE,FALSE,TRUE,TRUE,552,Jones Shore,,East Lucas,11911,373589
1322,2015,2,4,3,0,2814,2840,attached,694,0,TRUE,FALSE,TRUE,TRUE,954,Taylor Mills,,Coletown,11631,691739
1323,2016,2,4,2,1,2965,3096,attached,620,0,FALSE,FALSE,TRUE,TRUE,9501,Mandy Land,,Port Jonathanborough,10250,491404
1324,2016,1,3,1,1,1755,2046,attached,504,0,FALSE,FALSE,TRUE,TRUE,6422,Erik Lane,,South Anthony,10984,393752
1325,2015,1,3,2,1,2954,3314,attached,735,0,TRUE,FALSE,TRUE,TRUE,4187,Kim Islands,,South Anthony,10984,722607
1326,2014,1,3,2,1,2784,3131,attached,639,0,FALSE,TRUE,TRUE,TRUE,47730,Kim Islands,,South Anthony,10984,714417
1327,2014,1,3,2,1,2796,3137,attached,681,0,FALSE,FALSE,TRUE,TRUE,20846,Kim Islands,,South Anthony,10984,686066
1328,2014,1,3,2,1,2956,3684,attached,564,0,FALSE,FALSE,TRUE,TRUE,1215,Kim Islands,,South Anthony,10984,599764
1329,1973,1,2,2,0,1350,1340,none,0,410,FALSE,FALSE,TRUE,FALSE,72817,Moore Orchard,3973,Scottberg,11500,32133
1330,1970,1,1,1,0,801,982,none,0,477,FALSE,FALSE,TRUE,TRUE,8577,Sanders Track,2987,West Lydia,10569,10077
1331,1974,1,2,2,0,1205,1199,none,0,554,FALSE,FALSE,TRUE,TRUE,738,Andrea Glen,3318,Jeffreyhaven,11913,8823
1332,2014,1,4,2,0,2622,2716,attached,422,0,FALSE,FALSE,TRUE,TRUE,9415,Grant Station,,North Erinville,11510,497698
1333,2014,2,4,2,0,2524,2565,attached,419,0,FALSE,FALSE,TRUE,TRUE,723,James Shoal,,North Erinville,11510,439113
1334,2014,1,3,2,0,1866,1891,attached,418,0,FALSE,FALSE,TRUE,TRUE,35472,Sarah Forest,,North Erinville,11510,457379
1335,2016,2,4,2,1,2119,2262,attached,461,0,FALSE,FALSE,TRUE,TRUE,61,Jones Branch,,East Lucas,11911,388080
1336,2014,2,4,2,1,3374,3485,attached,633,0,FALSE,FALSE,TRUE,TRUE,31086,Grant Station,,North Erinville,11510,546207
1337,2013,1,4,2,0,2634,2712,attached,417,0,FALSE,FALSE,TRUE,TRUE,766,James Shoal,,North Erinville,11510,490137
1338,2014,2,5,4,1,4239,4369,attached,656,0,FALSE,FALSE,TRUE,TRUE,7150,James Shoal,,North Erinville,11510,558181
1339,2015,2,4,3,1,4074,4189,attached,661,0,FALSE,FALSE,TRUE,TRUE,900,Paul Club,,North Erinville,11510,594088
1340,2016,2,4,2,0,2524,2566,attached,419,0,FALSE,FALSE,TRUE,TRUE,9416,James Shoal,,North Erinville,11510,465572
1341,2014,1,3,2,0,2343,2394,attached,637,0,FALSE,FALSE,TRUE,TRUE,4177,Jessica Isle,,North Erinville,11510,497704
1342,2013,1,3,3,0,2611,2716,attached,641,0,FALSE,FALSE,TRUE,TRUE,348,Nancy Pike,,North Erinville,11510,498957
1343,2014,1,3,2,0,2349,2404,attached,639,0,FALSE,FALSE,TRUE,TRUE,496,Nash Mission,,North Erinville,11510,490141
1344,2014,1,4,3,0,2896,2970,attached,522,0,FALSE,FALSE,TRUE,TRUE,956,Gabriel Causeway,,North Erinville,11510,498958
1345,2015,2,5,3,1,3173,3413,attached,808,0,FALSE,FALSE,TRUE,TRUE,753,Allen Forge,,East Lucas,11911,507784
1346,2016,2,5,3,1,3523,3728,attached,705,0,TRUE,FALSE,TRUE,TRUE,6934,Smith Plain,,North Erinville,11510,583377
1347,2014,2,4,2,1,3669,3756,attached,664,0,FALSE,FALSE,TRUE,TRUE,786,Lee Shoal,,Port Andrealand,11467,676620
1348,2017,2,3,2,1,1647,1662,attached,390,0,FALSE,FALSE,TRUE,TRUE,46494,Moore Terrace,3920,East Lucas,11911,323193
1349,2013,1,2,2,0,2279,2906,attached,513,0,FALSE,TRUE,TRUE,TRUE,13,Wanda Mall,,South Anthony,11353,732694
1350,2015,1,2,1,1,1931,2248,attached,452,0,FALSE,TRUE,TRUE,TRUE,21592,Gill Cliff,,South Anthony,11353,658348
1351,2013,1,2,1,1,1919,2209,attached,486,0,FALSE,FALSE,TRUE,TRUE,36628,Hoover Flats,,South Anthony,11353,492664
1352,2013,1,2,1,1,1624,1903,attached,500,0,FALSE,TRUE,TRUE,TRUE,167,Hoover Flats,,South Anthony,11353,513449
1353,2014,1,2,1,1,1933,2243,attached,448,0,FALSE,FALSE,TRUE,TRUE,280,Hoover Flats,,South Anthony,11353,552511
1354,2013,1,2,1,1,1620,1900,attached,500,0,FALSE,FALSE,TRUE,TRUE,17563,Hoover Flats,,South Anthony,11353,431549
1355,2014,2,2,3,0,2782,3493,attached,479,0,FALSE,TRUE,TRUE,TRUE,54,Matthew Trail,,South Anthony,11353,1003590
1356,2015,2,2,1,1,3172,3424,attached,480,0,FALSE,TRUE,TRUE,TRUE,21333,Matthew Trail,,South Anthony,11353,997288
1357,2013,2,3,2,1,1739,1749,attached,452,0,FALSE,FALSE,TRUE,TRUE,425,Bush Keys,,Port Andrealand,11295,410761
1358,2014,2,4,3,0,2817,2844,attached,693,0,TRUE,FALSE,TRUE,TRUE,13743,Taylor Mills,,Coletown,11631,682289
1359,2015,2,3,2,1,2051,2132,attached,418,0,FALSE,FALSE,TRUE,TRUE,6516,Steven Cape,,Davidfort,11176,442892
1360,1972,1,2,1,1,1157,1147,none,0,481,FALSE,FALSE,TRUE,TRUE,994,Yang Curve,3867,Chadstad,10752,23307
1361,2012,2,5,4,1,4214,4405,attached,623,0,FALSE,FALSE,TRUE,TRUE,8567,Jenny Course,,Port Andrealand,11295,689224
1362,2014,1,3,2,1,2190,2219,attached,428,0,FALSE,FALSE,TRUE,TRUE,2692,Jenny Course,,Port Andrealand,11295,529198
1363,2014,2,5,4,1,4217,4395,attached,621,0,FALSE,FALSE,TRUE,TRUE,354,April Lights,,Port Andrealand,11467,717566
1364,2013,2,5,4,1,4213,4393,attached,627,0,FALSE,FALSE,TRUE,TRUE,49567,April Lights,,Port Andrealand,11467,736473
1365,2014,1,4,3,0,2404,2431,attached,430,0,FALSE,FALSE,TRUE,TRUE,79169,Lisa Fords,,Port Andrealand,11467,654569
1366,2014,2,5,3,0,3821,4077,attached,505,0,TRUE,FALSE,TRUE,TRUE,54937,Melvin Centers,,Port Andrealand,11467,818996
1367,2016,1,2,2,0,1594,1697,attached,420,0,FALSE,FALSE,TRUE,TRUE,636,Chapman Locks,,East Lucas,11911,378001
1368,2016,1,2,2,0,1595,1635,attached,558,0,FALSE,FALSE,TRUE,TRUE,4892,Chapman Locks,,East Lucas,11911,369810
1369,2014,1,2,2,1,2162,2237,attached,428,0,FALSE,FALSE,TRUE,TRUE,69898,Chapman Locks,,East Lucas,11911,459266
1370,2005,1,2,2,0,724,734,none,0,569,FALSE,FALSE,TRUE,TRUE,92546,Matthew Points,1620,Jeffreyhaven,10346,25202
1371,2015,2,4,2,1,1731,1750,attached,419,0,FALSE,FALSE,TRUE,TRUE,9122,Erin Village,,East Lucas,11911,340833
1372,2013,2,4,2,1,3670,3748,attached,658,0,FALSE,FALSE,TRUE,TRUE,5183,Lee Shoal,,Port Andrealand,11467,701819
1373,2014,2,5,3,1,2884,2930,attached,597,0,TRUE,FALSE,TRUE,TRUE,17,Lisa Fords,,Port Andrealand,11467,604796
1374,2014,2,3,2,1,1765,1845,attached,431,0,FALSE,FALSE,TRUE,TRUE,2280,Villanueva Brook,,Davidfort,10701,365401
1375,2013,1,4,3,0,2400,2423,attached,428,0,TRUE,FALSE,TRUE,TRUE,11844,Lisa Fords,,Port Andrealand,11467,585897
1376,2015,2,4,3,0,3236,3287,attached,602,0,FALSE,FALSE,TRUE,TRUE,1539,Lisa Fords,,Port Andrealand,11467,544323
1377,2006,2,3,3,1,2139,2745,attached,438,0,TRUE,FALSE,TRUE,TRUE,2282,Amy Camp,,Lake Jack,10825,1058399
1378,2005,2,3,3,1,2138,2746,attached,437,0,TRUE,FALSE,TRUE,TRUE,2282,Amy Camp,,Lake Jack,10825,1083602
1379,2015,1,2,1,1,1145,1142,none,0,0,TRUE,FALSE,TRUE,TRUE,51088,Miller Drives,212,Lake Jack,10825,550622
1380,2014,2,4,2,1,1728,1750,attached,416,0,FALSE,FALSE,TRUE,TRUE,55007,James Manor,,East Lucas,11911,319407
1381,2016,2,4,2,1,1962,2050,attached,438,0,FALSE,FALSE,TRUE,TRUE,53697,James Manor,354,East Lucas,11911,324450
1382,2015,2,4,2,1,1966,2050,attached,441,0,FALSE,FALSE,TRUE,TRUE,53697,James Manor,3920,East Lucas,11911,321929
1383,2016,3,3,2,1,2069,2100,attached,666,0,FALSE,FALSE,TRUE,TRUE,70675,Kara Pine,,North Erinville,10537,398791
1384,2014,3,3,2,1,2061,2094,attached,665,0,FALSE,FALSE,TRUE,TRUE,8561,Kara Pine,,North Erinville,10537,390602
1385,2015,2,3,2,1,1854,1916,attached,464,0,FALSE,FALSE,TRUE,TRUE,74,Kara Pine,,North Erinville,10537,390597
1386,2016,2,3,2,1,1853,1921,attached,462,0,FALSE,FALSE,TRUE,TRUE,527,Kara Pine,,North Erinville,10537,406349
1387,2016,3,3,2,1,2070,2101,attached,667,0,FALSE,FALSE,TRUE,TRUE,3164,King Points,,North Erinville,10537,428402
1388,1996,2,4,3,1,4573,4577,attached,1306,0,FALSE,FALSE,TRUE,TRUE,72977,Patrick Stream,,North Erinville,10537,1139042
1389,2015,3,2,2,0,1385,1449,attached,254,0,FALSE,FALSE,TRUE,TRUE,4269,Davenport Lakes,,West Gregoryview,10750,421470
1390,2016,3,3,2,0,1674,1740,attached,448,0,FALSE,FALSE,TRUE,TRUE,27750,Davenport Lakes,,West Gregoryview,10750,472273.68
1391,2014,1,3,2,0,1269,1347,none,0,476,FALSE,FALSE,TRUE,TRUE,525,Jordan Points,1178,Jeffreyhaven,11558,66151
1392,2014,2,5,4,0,3185,3221,attached,597,0,TRUE,FALSE,TRUE,TRUE,56878,Howard Hollow,,Port Andrealand,11467,572666
1393,2014,2,4,2,1,2639,2657,attached,438,0,FALSE,FALSE,TRUE,TRUE,6938,Knapp Spurs,,Lake Dariusborough,10004,442890
1394,2014,1,3,2,0,1846,1909,attached,431,0,FALSE,FALSE,TRUE,TRUE,9854,Griffin Skyway,,Lake Dariusborough,10004,347761
1395,2016,1,3,2,0,2021,2089,attached,428,0,FALSE,FALSE,TRUE,TRUE,400,Griffin Skyway,,Lake Dariusborough,10004,341457
1396,2014,1,3,2,0,2137,2227,attached,421,0,FALSE,FALSE,TRUE,TRUE,9595,Knapp Spurs,,Lake Dariusborough,10004,391864
1397,2015,2,5,3,1,2849,2874,attached,440,0,FALSE,FALSE,TRUE,TRUE,2689,Griffin Skyway,,Lake Dariusborough,10004,390596
1398,2016,1,3,2,0,2133,2227,attached,418,0,FALSE,FALSE,TRUE,TRUE,625,Griffin Skyway,,Lake Dariusborough,10004,372329
1399,1990,1,4,2,1,2724,4135,attached,1014,0,TRUE,FALSE,TRUE,TRUE,4851,Marquez Inlet,,East Justin,11644,541803
1400,1979,1,4,1,1,1596,1640,attached,506,0,TRUE,TRUE,TRUE,TRUE,4202,Michael Orchard,,Hallfort,10907,296102
1401,1976,1,4,2,0,1370,1514,attached,556,0,TRUE,FALSE,TRUE,TRUE,724,Jackson Stravenue,,Hallfort,10907,323819
1402,1972,1,3,2,1,1710,1706,none,0,0,FALSE,TRUE,TRUE,TRUE,1628,Austin Street,,Hallfort,10907,302402
1403,2014,1,2,1,1,1267,1266,attached,458,0,FALSE,FALSE,TRUE,TRUE,98950,Jeffrey Radial,,Lewishaven,11071,255782
1404,1983,1,3,1,1,1159,1185,attached,503,0,TRUE,FALSE,TRUE,TRUE,9000,Kelly Parks,,Hallfort,10907,264600
1405,1973,1,3,1,1,1217,1219,attached,506,0,FALSE,FALSE,TRUE,TRUE,344,Samuel Grove,,Hallfort,10907,207897
1406,1980,1,3,1,1,1124,1135,attached,463,0,TRUE,FALSE,TRUE,TRUE,4413,Miller Ville,,Hallfort,10907,270900
1407,2014,1,3,3,0,2845,3066,attached,604,0,TRUE,FALSE,TRUE,TRUE,3627,Shelton Street,,Chadstad,10209,674726
1408,2014,1,4,4,0,4278,4793,attached,954,0,TRUE,FALSE,TRUE,TRUE,5346,Fox Loop,,Coletown,11927,1426946
1409,2013,1,2,2,0,1315,1326,none,0,404,FALSE,FALSE,TRUE,TRUE,39472,Seth River,142,Jeffreyhaven,11913,104580
1410,1985,4,4,3,0,2216,2435,attached,746,0,TRUE,FALSE,TRUE,TRUE,689,Stanley Crossing,,Hallfort,10907,374220
1411,2003,1,3,2,0,2080,2077,attached,447,0,TRUE,TRUE,TRUE,TRUE,3205,Stacy Circles,,Joshuafurt,10321,417060
1412,2004,2,5,3,0,2908,2907,attached,642,0,TRUE,FALSE,TRUE,TRUE,8660,Smith Rue,,Joshuafurt,10321,456124
1413,2005,2,4,3,0,2941,3019,attached,756,0,TRUE,FALSE,TRUE,TRUE,62558,Linda Shoal,,Joshuafurt,10321,482583
1414,2016,2,5,2,1,2999,3131,attached,609,0,TRUE,FALSE,TRUE,TRUE,82248,Cassie Fields,,Joshuafurt,10321,492664
1415,2015,2,5,2,1,2713,2847,attached,775,0,FALSE,FALSE,TRUE,TRUE,4773,Pope Knoll,,Joshuafurt,10321,536131
1416,2015,2,5,2,1,124,128,attached,767,0,TRUE,FALSE,TRUE,TRUE,91787,Kayla Road,,Joshuafurt,10321,471242
1417,2014,1,4,2,1,2911,2952,attached,591,0,FALSE,FALSE,TRUE,TRUE,829,Hebert Curve,,Joshuafurt,10321,569517
1418,2007,2,5,4,0,3408,3614,attached,735,0,FALSE,TRUE,TRUE,TRUE,221,Antonio Hills,,Joshuafurt,10321,521640
1419,2006,2,5,4,0,3180,3172,attached,810,0,FALSE,FALSE,TRUE,TRUE,25210,Antonio Hills,,Joshuafurt,10321,459904
1420,2014,2,5,3,0,3367,3567,attached,872,0,TRUE,FALSE,TRUE,TRUE,28647,Hebert Curve,,Joshuafurt,10321,601648
1421,2013,2,5,3,0,3361,3559,attached,876,0,TRUE,FALSE,TRUE,TRUE,8185,Marilyn Landing,,Joshuafurt,10321,542434
1422,2013,2,5,2,1,3209,3262,attached,725,0,FALSE,FALSE,TRUE,TRUE,7039,Contreras Squares,,Joshuafurt,10321,498964
1423,2016,1,4,2,1,2910,2959,attached,589,0,TRUE,FALSE,TRUE,TRUE,36311,Contreras Squares,,Joshuafurt,10321,602276
1424,2002,1,3,2,0,1995,2187,attached,669,0,TRUE,FALSE,TRUE,TRUE,8753,Patricia Falls,,Joshuafurt,10321,401938
1425,2004,2,4,2,1,2338,2546,attached,766,0,TRUE,TRUE,TRUE,TRUE,5245,Foster Mission,,Joshuafurt,10321,464939
1426,2004,2,3,2,1,2183,2331,attached,739,0,TRUE,FALSE,TRUE,TRUE,1757,Martin Parks,,Joshuafurt,10321,428403
1427,2003,1,3,2,0,1999,2188,attached,672,0,TRUE,TRUE,TRUE,TRUE,808,Shannon Manors,,Joshuafurt,10321,409502
1428,2012,2,5,2,1,2999,3132,attached,611,0,TRUE,FALSE,TRUE,TRUE,57863,Garcia Ports,,Joshuafurt,10321,536128
1429,2016,2,5,2,1,3003,3138,attached,606,0,TRUE,FALSE,TRUE,TRUE,4314,Kayla Road,,Joshuafurt,10321,520377
1430,2015,2,5,3,0,3364,3565,attached,875,0,TRUE,FALSE,TRUE,TRUE,96192,Jones Common,,Joshuafurt,10321,543063
1431,2004,2,4,2,1,2495,2652,attached,736,0,TRUE,FALSE,TRUE,TRUE,775,Curry Lights,,Joshuafurt,10321,440998
1432,2003,1,3,2,0,1996,2180,attached,673,0,TRUE,FALSE,TRUE,TRUE,61324,Curry Lights,,Joshuafurt,10321,380523
1433,2004,1,3,2,1,2602,2634,attached,621,0,TRUE,FALSE,TRUE,TRUE,80681,Nicole Villages,,Joshuafurt,10321,441001
1434,2003,2,5,3,0,3105,3285,attached,667,0,TRUE,TRUE,TRUE,TRUE,141,Julie Meadow,,Joshuafurt,10321,519749
1435,2002,1,4,2,1,2738,2809,attached,583,0,TRUE,TRUE,TRUE,TRUE,978,Matthews Walks,,Joshuafurt,10321,504002
1436,2004,2,5,2,1,2954,2992,attached,698,0,TRUE,FALSE,TRUE,TRUE,192,Matthews Walks,,Joshuafurt,10321,311847
1437,2004,2,5,3,0,3106,3284,attached,668,0,TRUE,TRUE,TRUE,TRUE,623,Wright Loaf,,Joshuafurt,10321,391227
1438,2003,2,6,3,0,3334,3372,attached,596,0,TRUE,FALSE,TRUE,TRUE,462,Brianna Street,,Joshuafurt,10321,495183
1439,2006,1,4,2,0,2713,2763,attached,647,0,TRUE,FALSE,TRUE,TRUE,141,Daniel Union,,Joshuafurt,10321,472500
1440,2005,2,4,3,0,2659,2800,attached,652,0,TRUE,FALSE,TRUE,TRUE,159,Eric Flats,,Joshuafurt,10321,453602
1441,2006,2,4,3,1,3124,3116,attached,719,0,TRUE,FALSE,TRUE,TRUE,914,Richard Views,,Joshuafurt,10321,472496
1442,2007,2,4,2,1,2609,2614,attached,578,0,TRUE,FALSE,TRUE,TRUE,3998,Jennifer Circle,,Joshuafurt,10321,409500
1443,2015,2,5,3,0,4151,4155,attached,938,0,FALSE,FALSE,TRUE,TRUE,291,Brian Trafficway,,Joshuafurt,10321,604796
1444,2016,1,4,2,1,3120,3114,attached,509,0,FALSE,FALSE,TRUE,TRUE,9,Edward Tunnel,,Joshuafurt,10321,579598
1445,2014,1,4,2,1,3114,3122,attached,508,0,FALSE,FALSE,TRUE,TRUE,9361,Todd Flat,,Joshuafurt,10321,549988
1446,1960,1,3,1,1,1170,1180,attached,254,0,FALSE,FALSE,FALSE,FALSE,3408,Clark Dale,,Hallfort,11982,252001
1447,1948,1,1,1,0,538,857,none,0,0,FALSE,FALSE,FALSE,FALSE,3408,Clark Dale,,Hallfort,11982,252004
1448,1986,1,3,1,1,1337,1358,attached,500,0,TRUE,TRUE,TRUE,TRUE,58155,Long Land,,Hallfort,11982,309959
1449,1972,1,4,1,1,1204,1202,attached,457,0,FALSE,FALSE,TRUE,FALSE,71077,Walsh Drives,,Hallfort,11982,288541
1450,1973,1,3,2,0,1384,1609,attached,382,0,TRUE,FALSE,TRUE,TRUE,9672,Johnson Circles,,Hallfort,11982,287283
1451,1973,1,3,1,1,1795,2190,attached,417,0,TRUE,FALSE,TRUE,TRUE,3837,Johnson Circles,,Hallfort,11982,289804
1452,2007,2,3,3,1,2462,2502,attached,423,0,TRUE,FALSE,TRUE,TRUE,122,Gomez Fields,,Hallfort,11982,325706
1453,2006,2,6,3,1,3575,3743,attached,701,0,TRUE,FALSE,TRUE,TRUE,272,William Mountain,,Hallfort,11982,483839
1454,2006,2,6,3,1,3575,3737,attached,701,0,TRUE,FALSE,TRUE,TRUE,23483,Robert Burgs,,Hallfort,11982,511561
1455,1976,1,3,1,1,1511,1572,attached,440,0,FALSE,FALSE,TRUE,TRUE,9585,Barbara Coves,,Hallfort,10979,292321
1456,1979,2,4,2,0,1482,1652,attached,484,0,TRUE,TRUE,TRUE,TRUE,20692,Christina Heights,,Hallfort,10979,254523
1457,1979,2,4,2,0,1485,1649,attached,484,0,TRUE,TRUE,TRUE,TRUE,20692,Christina Heights,,Hallfort,10979,333903
1458,1955,1,4,2,1,1742,1790,attached,396,0,FALSE,FALSE,FALSE,FALSE,2184,Kimberly Forges,,Hallfort,10979,252004
1459,1978,1,4,2,1,1665,1738,attached,506,0,TRUE,FALSE,TRUE,TRUE,9341,Phillips Radial,,Hallfort,10979,323821
1460,1977,1,3,1,1,1230,1827,attached,438,0,TRUE,FALSE,TRUE,TRUE,9531,Samantha Port,,Hallfort,10979,298620
1461,1978,1,4,1,1,1370,1451,attached,529,0,TRUE,FALSE,TRUE,TRUE,49286,Samantha Port,,Hallfort,10979,302401
1462,1979,1,3,1,1,1176,1180,attached,457,0,TRUE,FALSE,TRUE,TRUE,4945,Gardner View,,Hallfort,10979,283496
1463,1981,2,3,2,0,1674,1674,attached,461,0,TRUE,FALSE,TRUE,TRUE,940,Brian Neck,,Hallfort,10979,242551
1464,1980,1,4,1,1,1280,1285,attached,460,0,TRUE,FALSE,TRUE,TRUE,980,Anderson Roads,,Hallfort,10979,264599
1465,1979,1,4,1,1,1864,1922,attached,738,0,TRUE,FALSE,TRUE,TRUE,4643,Micheal Turnpike,,Hallfort,10979,327598
1466,1979,1,4,1,1,1567,1924,attached,440,0,TRUE,TRUE,TRUE,TRUE,698,Micheal Turnpike,,Hallfort,10979,240656
1467,1980,1,4,1,1,1360,1351,attached,465,0,TRUE,FALSE,TRUE,TRUE,4009,Paul Landing,,Hallfort,10979,251996
1468,1979,1,4,1,1,1360,1354,attached,459,0,TRUE,FALSE,TRUE,TRUE,4009,Paul Landing,,Hallfort,10979,314999
1469,1980,1,4,1,1,1560,2034,attached,480,0,TRUE,FALSE,TRUE,TRUE,52885,Gregory Mall,,Hallfort,10907,317518
1470,1981,1,3,1,1,1301,1325,attached,460,0,TRUE,FALSE,TRUE,TRUE,570,Roberts Underpass,,Hallfort,10907,241916
1471,1981,1,3,1,1,1301,1321,attached,459,0,TRUE,FALSE,TRUE,TRUE,570,Roberts Underpass,,Hallfort,10907,314998
1472,1981,1,4,1,1,1602,1650,attached,453,0,TRUE,FALSE,TRUE,TRUE,71428,Mallory Manors,,Hallfort,10907,325080
1473,1989,2,4,2,1,2257,2325,attached,836,0,TRUE,FALSE,TRUE,TRUE,14556,Ashley Via,,Hallfort,10979,349024
1474,1983,2,3,2,1,1810,1885,attached,504,0,TRUE,FALSE,TRUE,TRUE,38977,Sonya Lakes,,Hallfort,10979,296102
1475,1985,2,3,2,1,1790,1916,attached,500,0,TRUE,FALSE,TRUE,TRUE,50850,Morris Shore,,Hallfort,10979,352800
1476,1985,2,4,2,1,2163,2210,attached,526,0,TRUE,FALSE,TRUE,TRUE,749,Morris Shore,,Hallfort,10979,346500
1477,1988,2,4,2,1,2220,2356,attached,598,0,TRUE,FALSE,TRUE,TRUE,20110,Ashley Via,,Hallfort,10979,228059
1478,1985,1,2,2,0,1075,1190,attached,465,0,TRUE,FALSE,TRUE,TRUE,5584,Paul Landing,,Hallfort,10979,263337
1479,1990,1,3,2,0,1795,1795,attached,462,0,TRUE,TRUE,TRUE,TRUE,455,Wilkerson Junction,,Hallfort,10907,327604
1480,1985,1,3,2,1,1857,1860,attached,601,0,TRUE,FALSE,TRUE,TRUE,5945,Allen Road,,Hallfort,10907,252001
1481,1984,1,3,2,1,1851,1849,attached,594,0,TRUE,FALSE,TRUE,TRUE,5945,Allen Road,,Hallfort,10907,365396
1482,1988,1,4,1,1,1562,1665,attached,738,0,TRUE,FALSE,TRUE,TRUE,2010,Barber Forest,,Hallfort,10979,336417
1483,1987,2,4,2,1,2139,2178,attached,524,0,TRUE,TRUE,TRUE,TRUE,329,George Cape,,Hallfort,10979,342716
1484,1989,1,4,2,0,1570,1680,attached,687,0,TRUE,FALSE,TRUE,TRUE,44719,Bailey Corner,,Hallfort,10979,342721
1485,1988,1,3,1,1,1057,1058,attached,436,0,TRUE,FALSE,TRUE,TRUE,64576,Stacy Island,,Hallfort,10979,270902
1486,1990,1,4,2,0,1465,1521,attached,603,0,TRUE,FALSE,TRUE,TRUE,77981,Manuel Branch,,Hallfort,10907,315001
1487,1988,2,4,3,0,1809,1932,attached,705,0,TRUE,FALSE,TRUE,TRUE,2646,Kennedy Mountains,,Hallfort,10979,340199
1488,1989,4,4,2,0,2053,2071,attached,613,0,TRUE,FALSE,TRUE,TRUE,78021,John Plains,,Hallfort,10979,371696
1489,1990,2,4,2,1,2195,2195,attached,668,0,TRUE,FALSE,TRUE,TRUE,14,Ramsey Springs,,Hallfort,10979,318153
1490,1998,2,5,3,0,2513,2583,attached,608,0,TRUE,FALSE,TRUE,TRUE,95333,Graham Flat,,Hallfort,10907,396899
1491,2007,2,3,2,1,2801,2917,attached,583,0,TRUE,FALSE,TRUE,TRUE,7777,Brianna Parkway,,Hallfort,10979,396896
1492,2014,1,4,2,1,2007,2058,attached,428,0,FALSE,FALSE,TRUE,TRUE,4295,Collins Landing,,Hallfort,10907,396903
1493,2014,1,3,2,1,1905,1981,attached,437,0,FALSE,FALSE,TRUE,TRUE,3419,Collins Landing,,Hallfort,10907,428399
1494,2008,2,5,3,0,3190,3193,attached,732,0,TRUE,FALSE,TRUE,TRUE,9289,Edward Run,,Joshuafurt,10321,502109
1495,2007,1,4,3,0,2840,2833,attached,602,0,TRUE,FALSE,TRUE,TRUE,303,Lewis Trail,,Joshuafurt,10321,516596
1496,2008,2,4,2,1,3409,3400,attached,739,0,TRUE,FALSE,TRUE,TRUE,729,Wallace Shores,,North Erinville,11510,541803
